Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,Original Purchase Date
400914,The Silver Spike (The Chronicles of the Black Company  #3.5),Glen Cook,Cook  Glen,empty,812502205,9780812502206,0,3.95,Tor Fantasy,Mass Market Paperback,313,1989,empty,7/11/2011,to-read|fiction|own|fantasy|sci-fi,to-read,empty
57149,Wizard Spawn (The Sword of Knowledge  #2),C.J. Cherryh,Cherryh  C.J.,Nancy Asire,671698389,9780671698386,0,3.68,Baen Books,Mass Market Paperback,275,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1051324,Marked Cards (Wild Cards  #14),George R.R. Martin,Martin  George R.R.,Melinda M. Snodgrass  Sage Walker  Walter Jon Williams  Stephen Leigh  Victor Milán  Laura J. Mixon  Walton Simons  Leanne C. Harper,671722123,9780671722128,4,3.73,Baen Books,Paperback,448,1994,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
612310,Legion from the Shadows,Karl Edward Wagner,Wagner  Karl Edward,empty,671697889,9780671697884,0,3.71,Baen Books,Paperback,247,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
633084,Agent of Byzantium,Harry Turtledove,Turtledove  Harry,empty,671875930,9780671875930,0,3.76,Baen Books,Paperback,311,1994,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
998203,A Dirge for Sabis (The Sword of Knowledge  #1),C.J. Cherryh,Cherryh  C.J.,Leslie Fish,671698249,9780671698249,0,3.51,Baen Books,Paperback,393,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
67971,Card Sharks (Wild Cards  #13),George R.R. Martin,Martin  George R.R.,Kevin Andrew Murphy  Melinda M. Snodgrass  William F. Wu  Roger Zelazny  Michael Cassutt  Stephen Leigh  Victor Milán  Laura J. Mixon  Barclay Shaw,671721593,9780671721596,4,3.68,Baen Books,Paperback,452,1993,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
6931412,Bloodmist,Peter Tremayne,Tremayne  Peter,empty,067165425X,9780671654252,0,4,Baen Books,Paperback,320,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1723914,The Sea Hag,David Drake,Drake  David,empty,671654241,9780671654245,0,3.44,baen,Paperback,352,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
817309,Demon of Undoing,Andrea I. Alton,Alton  Andrea I.,empty,671654136,9780671654139,0,4.08,Baen Books,Paperback,320,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
2207557,Octagon,Fred Saberhagen,Saberhagen  Fred,empty,671653539,9780671653538,3,3.36,Baen Books,Mass Market Paperback,281,1987,1/1/1990,7/11/2011,fiction|own|sci-fi,read,empty
4355356,Chemistry,Steven S. Zumdahl,Zumdahl  Steven S.,empty,669045292,9780669045291,0,3.7,D.C. Heath,Hardcover,16,1986,empty,7/11/2011,science|chemistry|reference-only|own,reference-only,empty
195450,The Ugly Little Boy,Isaac Asimov,Asimov  Isaac,Robert Silverberg,553561227,9780553561227,0,3.86,Bantam/Spectra,Mass Market Paperback,387,1993,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
876407,Killer,David Drake,Drake  David,Karl Edward Wagner,671559311,9780671559311,3,3.62,Baen Books,Paperback,0,1985,1/1/1990,7/11/2011,fiction|own|horror,read,empty
4186390,Yorath the Wolf (The Rulers of Hylor  #2),Cherry Wilder,Wilder  Cherry,empty,671559877,9780671559878,0,3.71,Baen Books,Paperback,empty,empty,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
622867,The Golden Sword (Silistra #2),Janet E. Morris,Morris  Janet E.,empty,671559192,9780671559199,0,4.25,Baen,Paperback,387,1984,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
214622,Double Solitaire (Wild Cards  #10),George R.R. Martin,Martin  George R.R.,Melinda M. Snodgrass,553294938,9780553294934,3,3.73,Spectra,Mass Market Paperback,464,1992,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
1064769,Prince of the Blood (Krondor's Sons  #1),Raymond E. Feist,Feist  Raymond E.,empty,553285246,9780553285246,0,3.94,Spectra Books,Paperback,351,1994,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
147912,Dead Man's Hand (Wild Cards  #7),George R.R. Martin,Martin  George R.R.,John J.  Miller,553285696,9780553285697,4,3.92,Bantam,Paperback,335,1990,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
67966,One-Eyed Jacks (Wild Cards  #8),George R.R. Martin,Martin  George R.R.,Victor Milán  Stephen Leigh  Melinda M. Snodgrass  John J.  Miller  Timothy Truman  Chris Claremont  Lewis Shiner  William F. Wu  Walton Simons,553288520,9780553288520,4,3.7,Bantam,Paperback,352,1991,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
145194,Jokertown Shuffle (Wild Cards  #9),George R.R. Martin,Martin  George R.R.,Victor Milán  Walter Jon Williams  Lewis Shiner  Timothy Truman  Stephen Leigh  John J.  Miller  Melinda M. Snodgrass  Walton Simons,553291742,9780553291742,4,3.71,Spectra,Mass Market Paperback,416,1991,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
147909,Dealer's Choice (Wild Cards  #11),George R.R. Martin,Martin  George R.R.,Timothy Truman  Stephen Leigh  Edward Bryant  John J.  Miller  Walter Jon Williams,553291610,9780553291612,4,3.79,Spectra,Mass Market Paperback,432,1992,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
618208,Dragondoom (Mithgar  #5),Dennis L. McKiernan,McKiernan  Dennis L.,empty,553283375,9780553283372,0,4.11,Spectra,Mass Market Paperback,512,1990,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1281216,Ace in the Hole (Wild Cards  #6),George R.R. Martin,Martin  George R.R.,Walter Jon Williams  Victor Milán  Melinda M. Snodgrass  Stephen Leigh  Walton Simons,553282530,9780553282535,4,3.99,Spectra,Mass Market Paperback,400,1990,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
2157878,Keeper of the City (Guardians of the Three  Vol 2),Diane Duane,Duane  Diane,Peter Morwood,553280651,9780553280654,0,3.58,Spectra,Mass Market Paperback,309,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
259897,The Will of the Wanderer (Rose of the Prophet  #1),Margaret Weis,Weis  Margaret,Tracy Hickman,553276387,9780553276381,0,3.78,Spectra Books,Paperback,444,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
776439,Aces Abroad (Wild Cards  #4),George R.R. Martin,Martin  George R.R.,empty,055327628X,9780553276282,4,3.77,Spectra,Mass Market Paperback,496,1988,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff,Lupoff  Richard A.,Philip José Farmer,553273469,9780553273465,0,3.29,Spectra Books,Paperback,339,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
67959,Down and Dirty (Wild Cards  #5),George R.R. Martin,Martin  George R.R.,Melinda M. Snodgrass  Edward Bryant  Stephen Leigh  Pat Cadigan  Walter Jon Williams  John J.  Miller  Roger Zelazny  Arthur Byron Cover  Leanne C. Harper,553274635,9780553274639,4,3.87,Bantam,Paperback,592,1988,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
2193571,Lord of Cragsclaw (Guardians of the Three  Vol 1),Bill Fawcett,Fawcett  Bill,Neil Randall,553274627,9780553274622,0,2.89,Bantam Spectra,Mass Market Paperback,392,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1511164,Shrine of the Desert Mage (Parsina Saga #1),Stephen Goldin,Goldin  Stephen,empty,553272128,9780553272123,0,3.87,Spectra,Mass Market Paperback,empty,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
67955,Jokers Wild (Wild Cards  #3),George R.R. Martin,Martin  George R.R.,Walter Simons  John J.  Miller  Lewis Shiner  Edward Bryant  Melinda M. Snodgrass  Richard Kriegler  Leanne C. Harper,553266993,9780553266993,0,3.91,Bantam,Paperback,376,1987,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
1542832,Robinson Crusoe,Daniel Defoe,Defoe  Daniel,empty,553213733,9780553213737,0,3.66,Bantam Classics,Mass Market Paperback,278,1982,empty,7/11/2011,to-read|fiction|own,to-read,empty
1961436,True Jaguar,Warren Norwood,Norwood  Warren,empty,055327127X,9780553271270,0,3.54,Spectra,Mass Market Paperback,336,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1026217,The Guardsman,P.J. Beese,Beese  P.J.,Todd Cameron Hamilton,517006650,9780517006658,3,3.45,Pageant Books,Paperback,313,1988,1/1/2000,7/11/2011,fiction|own|sci-fi,read,empty
1808361,Wild Cards,George R.R. Martin,Martin  George R.R.,empty,553261908,9780553261905,0,3.72,Spectra,Mass Market Paperback,410,1986,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
1808199,The Stainless Steel Rat for President (Stainless Steel Rat  #8),Harry Harrison,Harrison  Harry,empty,553227599,9780553227598,0,3.84,Bantam Books,Paperback,184,1982,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
699065,Aces High (Wild Cards  #2),George R.R. Martin,Martin  George R.R.,empty,553264648,9780553264647,4,3.86,Spectra,Mass Market Paperback,390,1987,1/1/1994,7/11/2011,fiction|own|sci-fi,read,empty
973176,Anachronisms,Christopher Hinz,Hinz  Christopher,empty,451162358,9780451162359,2,3.48,Roc,Paperback,empty,1989,1/27/2010,7/11/2011,fiction|own|sci-fi,read,empty
1100379,The Warrior Lives (Guardians of the Flame #5),Joel Rosenberg,Rosenberg  Joel,empty,451450019,9780451450012,4,3.81,Roc,Mass Market Paperback,272,1990,1/1/1986,7/11/2011,fiction|own|fantasy,read,empty
460090,Odd John and Sirius,Olaf Stapledon,Stapledon  Olaf,empty,486211339,9780486211336,0,3.92,Dover Publications  Inc. (NY),Paperback,317,1972,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
420360,In the Red Lord's Reach (Tales of Alaric the Minstrel  #2),Phyllis Eisenstein,Eisenstein  Phyllis,empty,451160738,9780451160737,0,3.68,Signet,Paperback,268,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1387580,Where Dragons Rule ,Rhondi A. Vilott Salsitz,Salsitz  Rhondi A. Vilott,empty,451146190,9780451146199,0,3.5,Signet,Paperback,253,1986,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
390183,The Heir Apparent (Guardians of the Flame  #4),Joel Rosenberg,Rosenberg  Joel,empty,451148207,9780451148209,0,3.88,Roc,Paperback,319,1987,1/1/1986,7/11/2011,fiction|own|fantasy,read,empty
1095544,The Crystal Palace,Phyllis Eisenstein,Eisenstein  Phyllis,empty,451156781,9780451156785,0,3.69,Signet,Paperback,382,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1925941,Castaways in Time,Robert   Adams,Adams  Robert,empty,451140990,9780451140999,0,3.58,Signet,Mass Market Paperback,233,1982,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1807651,A Cat of Silvery Hue (Horseclans  #4),Robert   Adams,Adams  Robert,empty,451133056,9780451133052,0,3.95,Signet,Mass Market Paperback,166,1979,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1808205,The Death of a Legend (Horseclans  #8),Robert   Adams,Adams  Robert,empty,451129350,9780451129352,0,3.9,Signet,Paperback,185,1981,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
715927,The Hero's Return (Wizard War Chronicles  III),Hugh Cook,Cook  Hugh,empty,445206640,9780445206649,0,3.45,Warner Books,Mass Market Paperback,204,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
834488,The Patrimony (Horseclans  #6),Robert   Adams,Adams  Robert,empty,451118154,9780451118158,0,3.81,Signet,Mass Market Paperback,184,1980,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
2747875,Beneath an Opal Moon (The Sunset Warrior Cycle  #4),Eric Van Lustbader,Lustbader  Eric Van,empty,449216497,9780449216491,0,3.66,Fawcett,Mass Market Paperback,260,1990,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1808209,The Savage Mountains (Horseclans  #5),Robert   Adams,Adams  Robert,empty,451129342,9780451129345,0,3.84,Roc,Paperback,empty,1980,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1282250,The Witch Goddess (Horseclans  #9),Robert   Adams,Adams  Robert,empty,451117921,9780451117922,0,3.79,Signet,Mass Market Paperback,201,1982,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1501622,Song of the Dwarves,Thorarinn Gunnarsson,Gunnarsson  Thorarinn,empty,441726909,9780441726905,0,3.89,Ace,Paperback,empty,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
2716371,The Winter King,Lillian Stewart Carl,Carl  Lillian Stewart,empty,441894437,9780441894437,0,3.5,Ace,Paperback,288,1986,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1812520,Myth Conceptions (Myth Adventures  #2),Robert Lynn Asprin,Asprin  Robert Lynn,empty,441555209,9780441555208,0,4.06,Ace,Paperback,217,1985,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
2132080,Shadowfane (The Cycle of Fire  #3),Janny Wurts,Wurts  Janny,empty,441760821,9780441760824,0,3.92,Ace,Paperback,259,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
2519587,Stormwarden (The Cycle of Fire  #1),Janny Wurts,Wurts  Janny,Janny Watts,441787576,9780441787579,0,3.8,Ace,Paperback,325,1984,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1262468,The Lemurian Stone,Stephen F. Hickman,Hickman  Stephen F.,empty,441503667,9780441503667,0,3,Ace,Paperback,342,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1560074,Keeper of the Keys (The Cycle of Fire  #2),Janny Wurts,Wurts  Janny,empty,441432751,9780441432752,0,3.92,Ace,Paperback,269,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1090282,Cyberstealth (Cyberstealth  #1),S.N. Lewitt,Lewitt  S.N.,empty,441132448,9780441132447,0,3,Ace Books,Paperback,232,1989,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
169867,The Harp of Imach Thyssel (Lyra  #3),Patricia C. Wrede,Wrede  Patricia C.,empty,441317596,9780441317592,0,3.53,Ace Books,Paperback,240,1986,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1090291,Dancing Vac (Cyberstealth  #2),S.N. Lewitt,Lewitt  S.N.,empty,441136680,9780441136681,0,3.33,Ace,Paperback,empty,1990,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
472944,The Cybernetic Samurai,Victor Milán,Milán  Victor,empty,441132340,9780441132348,0,3.66,Ace Books,Mass Market Paperback,337,1986,1/1/1990,7/11/2011,fiction|own|sci-fi,read,empty
390182,D'Shai (D'Shai  #1),Joel Rosenberg,Rosenberg  Joel,empty,441157513,9780441157518,0,3.91,Ace,Paperback,327,1991,empty,7/11/2011,fiction|own|fantasy|to-read,to-read,empty
186336,Superheroes,John Varley,Varley  John,Ricia Mainhardt,441003079,9780441003075,3,3.45,Ace Fantasy,Mass Market Paperback,373,1996,6/13/2009,7/11/2011,fiction|own|superpowers,read,empty
64396,The Adventures of the Stainless Steel Rat (Stainless Steel Rat  #4-6),Harry Harrison,Harrison  Harry,empty,441004229,9780441004225,0,4.08,Ace,Paperback,402,1987,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
149267,The Stand,Stephen King,King  Stephen,Bernie Wrightson,385199570,9780385199575,4,4.34,Doubleday,Hardcover,1153,1990,1/1/1990,7/11/2011,fiction|horror|do_not_own,read,empty
1664716,The Trickster,Muriel Gray,Gray  Muriel,empty,385477864,9780385477864,0,3.53,Doubleday,Hardcover,488,1995,empty,7/11/2011,fiction|to-read|own,to-read,empty
1177338,A Place Among the Fallen,Adrian Cole,Cole  Adrian,empty,380705567,9780380705566,0,3.52,Avon Books,Mass Market Paperback,empty,empty,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
590202,The Legacy of Lehr,Katherine Kurtz,Kurtz  Katherine,Michael Wm. Kaluta,380704544,9780380704545,0,3.3,Avon Books,Paperback,215,1988,1/1/1992,7/11/2011,fiction|own|fantasy,read,empty
809530,The False Mirror (The Damned  #2),Alan Dean Foster,Foster  Alan Dean,empty,345375750,9780345375759,0,3.75,Del Rey,Paperback,314,1993,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
101536,Krispos of Videssos (The Tale of Krispos  #2),Harry Turtledove,Turtledove  Harry,empty,345361199,9780345361196,0,3.78,Del Rey,Mass Market Paperback,355,1991,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
1321592,Upland Outlaws (A Handful of Men  #2),Dave Duncan,Duncan  Dave,empty,345384776,9780345384775,0,3.96,Del Rey,Mass Market Paperback,288,1993,empty,7/11/2011,to-read|fiction|own|fantasy|sci-fi,to-read,empty
651260,Domes of Fire (The Tamuli  #1),David Eddings,Eddings  David,empty,345383273,9780345383273,0,3.98,Del Rey,Mass Market Paperback,471,1993,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
939568,A Call to Arms (The Damned  #1),Alan Dean Foster,Foster  Alan Dean,empty,345375742,9780345375742,0,3.78,Del Rey,Paperback,341,1992,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
43589,Seeking the Dream Brother (Ni-Lach  #4),Marcia J. Bennett,Bennett  Marcia J.,empty,034536001X,9780345360014,0,3.79,Del Rey,Mass Market Paperback,288,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
2763596,West of January,Dave Duncan,Duncan  Dave,empty,345358368,9780345358363,0,3.85,Del Rey,Mass Market Paperback,10,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
317488,The Unwilling Warlord (Ethshar  #3),Lawrence Watt-Evans,Watt-Evans  Lawrence,empty,345354133,9780345354136,0,3.92,Del Rey,Mass Market Paperback,309,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
956573,The Forging of the Dragon (Wizard and Dragon  #1),Robert Don Hughes,Hughes  Robert Don,empty,345337441,9780345337443,0,3.67,Del Rey,Mass Market Paperback,294,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
802417,Corpseman,Joel Henry Sherman,Sherman  Joel Henry,empty,345344618,9780345344618,0,3.33,Del Rey,Mass Market Paperback,288,1988,empty,7/11/2011,to-read|fiction|own|sci-fi,to-read,empty
647130,Lords of Thlassa Mey,Dennis Mccarty,Mccarty  Dennis,empty,345338650,9780345338655,0,3.05,Del Rey,Mass Market Paperback,304,1989,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
939566,Cachalot,Alan Dean Foster,Foster  Alan Dean,empty,345335953,9780345335951,0,3.65,Del Rey,Mass Market Paperback,275,1982,1/1/1990,7/11/2011,fiction|own|sci-fi,read,empty
2016543,Yaril's Children,Marcia J. Bennett,Bennett  Marcia J.,empty,345348443,9780345348449,0,4.2,Del Rey,Mass Market Paperback,288,1988,empty,7/11/2011,to-read|fiction|own|fantasy,to-read,empty
